name,type,source,producers,genre,studio,episodes,status,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,duration_in_minutes,log_scored_by,log_members,log_favorites,season,year,only_year,weekday,time,time_in_minutes
Satsuriku no Tenshi,TV,Game,Lantis,Adventure,J.C.Staff,12.0,Finished Airing,2018-07-06,2018-09-02,23 min per ep,R - 17+ (violence & profanity),6.91,56258,3997,523,176253,2228,Summer 2018,Fridays at 20:30 (JST),23.0,10.937721307268031,12.079681415452448,7.709308333385869,Summer,2018-01-01,2018,Fridays,20:30:00,1230.0
Märchen Mädchen,TV,Light novel,Lantis,Fantasy,Hoods Entertainment,10.0,Finished Airing,2018-01-11,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,5.44,8424,9081,2386,28437,23,Winter 2018,Thursdays at 21:00 (JST),23.0,9.038958755220563,10.255481557956319,3.1780538303479458,Winter,2018-01-01,2018,Thursdays,21:00:00,1260.0
Dia Horizon (Kabu),TV,Original,Square Enix,Action,Fanworks,12.0,Finished Airing,2017-10-03,2017-12-01,3 min per ep,PG-13 - Teens 13 or older,4.68,117,10032,5234,5069,5,Fall 2017,Tuesdays at 01:00 (JST),3.0,4.770684624465665,8.531096096585228,1.791759469228055,Fall,2017-01-01,2017,Tuesdays,01:00:00,60.0
Sora to Umi no Aida,TV,Game,Half H.P Studio,Sci-Fi,TMS Entertainment,12.0,Finished Airing,2018-10-04,2018-12-02,23 min per ep,PG-13 - Teens 13 or older,5.76,2703,8372,3491,13725,18,Fall 2018,Thursdays at 00:00 (JST),23.0,7.902487437162855,9.52704712346858,2.9444389791664403,Fall,2018-01-01,2018,Thursdays,00:00:00,0.0
Two Car,TV,Original,Lantis,Sports,Silver Link.,12.0,Finished Airing,2017-10-08,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,5.68,4579,8571,3258,15908,13,Fall 2017,Sundays at 00:00 (JST),23.0,8.429454277108231,9.67464026580524,2.639057329615259,Fall,2017-01-01,2017,Sundays,00:00:00,0.0
Persona 5 the Animation,TV,Game,Aniplex,Action,CloverWorks,26.0,Finished Airing,2018-04-08,2018-09-03,24 min per ep,R - 17+ (violence & profanity),6.75,22852,4677,868,112963,409,Spring 2018,Sundays at 00:30 (JST),24.0,10.036837678732883,11.634824462864994,6.016157159698354,Spring,2018-01-01,2018,Sundays,00:30:00,30.0
Ousama Game The Animation,TV,Novel,AT-X,Dementia,Seven,12.0,Finished Airing,2017-10-05,2017-12-02,23 min per ep,R - 17+ (violence & profanity),5.16,51623,9568,807,120171,207,Fall 2017,Thursdays at 23:30 (JST),23.0,10.851741959615676,11.696679328855808,5.337538079701318,Fall,2017-01-01,2017,Thursdays,23:30:00,1410.0
Golden Kamuy,TV,Manga,Magic Capsule,Action,Geno Studio,12.0,Finished Airing,2018-04-09,2018-06-02,23 min per ep,R - 17+ (violence & profanity),7.77,38369,951,966,100806,447,Spring 2018,Mondays at 23:00 (JST),23.0,10.555031183240999,11.520963076652697,6.104793232414985,Spring,2018-01-01,2018,Mondays,23:00:00,1380.0
Hakyuu Houshin Engi,TV,Manga,NBCUniversal Entertainment Japan,Adventure,C-Station,23.0,Finished Airing,2018-01-12,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,5.68,2115,8556,3382,14713,16,Winter 2018,Fridays at 22:00 (JST),23.0,7.65728279297819,9.59655470049221,2.833213344056216,Winter,2018-01-01,2018,Fridays,22:00:00,1320.0
Senran Kagura Shinovi Master: Tokyo Youma-hen,TV,Game,Lantis,Action,TNK,12.0,Finished Airing,2018-10-13,2018-12-02,23 min per ep,R+ - Mild Nudity,6.35,2786,6450,2963,19107,40,Fall 2018,Saturdays at 00:00 (JST),23.0,7.932721027481948,9.857862374509853,3.713572066704308,Fall,2018-01-01,2018,Saturdays,00:00:00,0.0
Net-juu no Susume,TV,Web manga,DAX Production,Game,Signal.MD,10.0,Finished Airing,2017-10-10,2017-12-01,23 min per ep,PG-13 - Teens 13 or older,7.81,119273,878,369,228164,1471,Fall 2017,Tuesdays at 01:40 (JST),23.0,11.689178646362576,12.337824330413953,7.294377299288821,Fall,2017-01-01,2017,Tuesdays,01:40:00,100.0
Dagashi Kashi 2,TV,Manga,Pony Canyon,Slice of Life,Tezuka Productions,12.0,Finished Airing,2018-01-12,2018-03-03,12 min per ep,PG-13 - Teens 13 or older,6.99,27139,3694,1266,73628,118,Winter 2018,Fridays at 02:28 (JST),12.0,10.20876393338886,11.206794248849917,4.77912349311153,Winter,2018-01-01,2018,Fridays,02:28:00,148.0
Hakumei to Mikochi,TV,Manga,Lantis,Slice of Life,Lerche,12.0,Finished Airing,2018-01-12,2018-03-03,23 min per ep,PG-13 - Teens 13 or older,7.64,9159,1250,2158,33741,140,Winter 2018,Fridays at 21:00 (JST),23.0,9.122601457668177,10.42649863116592,4.948759890378168,Winter,2018-01-01,2018,Fridays,21:00:00,1260.0
Takunomi.,TV,Web manga,Pony Canyon,Comedy,Production IMS,12.0,Finished Airing,2018-01-12,2018-03-03,12 min per ep,PG-13 - Teens 13 or older,6.43,8045,6098,2393,28198,26,Winter 2018,Fridays at 02:43 (JST),12.0,8.992930352509733,10.247041795304542,3.295836866004329,Winter,2018-01-01,2018,Fridays,02:43:00,163.0
Itou Junji: Collection,TV,Manga,Nippon Columbia,Mystery,Studio Deen,12.0,Finished Airing,2018-01-05,2018-03-02,24 min per ep,R - 17+ (violence & profanity),6.19,21955,7086,1480,59984,162,Winter 2018,Fridays at 22:30 (JST),24.0,9.99679572966978,11.001849809949029,5.093750200806762,Winter,2018-01-01,2018,Fridays,22:30:00,1350.0
Oretacha Youkai Ningen,TV,Original,Nihon Ad Systems,Demons,DLE,25.0,Finished Airing,2017-10-04,2018-03-02,2 min per ep,PG-13 - Teens 13 or older,4.5,36,12520,8344,1280,0,Fall 2017,Wednesdays at 23:30 (JST),2.0,3.6109179126442243,7.155396301896734,0.0,Fall,2017-01-01,2017,Wednesdays,23:30:00,1410.0
Garo: Vanishing Line,TV,Original,Tohokushinsha Film Corporation,Action,MAPPA,24.0,Finished Airing,2017-10-07,2018-03-03,24 min per ep,R - 17+ (violence & profanity),7.27,12932,2572,1794,45546,87,Fall 2017,Saturdays at 01:23 (JST),24.0,9.467537463415244,10.726500038828679,4.477336814478207,Fall,2017-01-01,2017,Saturdays,01:23:00,83.0
Fireball Humorous,TV,Original,Walt Disney Studios,Sci-Fi,Jinnis Animation Studios,3.0,Finished Airing,2017-10-06,2017-12-01,2 min per ep,G - All Ages,5.69,542,8532,7157,2199,4,Fall 2017,Fridays at 21:55 (JST),2.0,6.297109319933935,7.696212639346407,1.6094379124341003,Fall,2017-01-01,2017,Fridays,21:55:00,1315.0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,TV,Original,Pony Canyon,Comedy,Studio PuYUKAI,12.0,Finished Airing,2018-01-09,2018-03-02,5 min per ep,PG - Children,6.14,1265,7268,6269,3229,3,Winter 2018,Tuesdays at 21:54 (JST),5.0,7.143617602704121,8.080237416216702,1.3862943611198906,Winter,2018-01-01,2018,Tuesdays,21:54:00,1314.0
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",TV,Digital manga,Studio Mausu,Romance,Seven,12.0,Finished Airing,2017-10-02,2017-12-01,4 min per ep,R+ - Mild Nudity,5.61,10272,8731,2122,34598,92,Fall 2017,Mondays at 01:00 (JST),4.0,9.237274373216264,10.451580058894049,4.532599493153256,Fall,2017-01-01,2017,Mondays,01:00:00,60.0
Itsudatte Bokura no Koi wa 10 cm Datta.,TV,Music,Aniplex,Comedy,Lay-duce,6.0,Finished Airing,2017-11-25,2017-12-03,23 min per ep,PG-13 - Teens 13 or older,7.66,27517,1208,1263,73985,347,Fall 2017,Saturdays at 00:00 (JST),23.0,10.222595614987762,11.211631165098586,5.8522024797744745,Fall,2017-01-01,2017,Saturdays,00:00:00,0.0
Pingu in the City,TV,Other,NHK,Comedy,DandeLion Animation Studio,26.0,Finished Airing,2017-10-07,2018-03-03,7 min per ep,G - All Ages,8.59,8814,77,2451,27016,719,Fall 2017,Saturdays at 09:20 (JST),7.0,9.08421009483197,10.204221576482523,6.579251212010101,Fall,2017-01-01,2017,Saturdays,09:20:00,560.0
Uchuu Senkan Tiramisù,TV,Web manga,Frontier Works,Space,Gonzo,13.0,Finished Airing,2018-04-03,2018-06-02,7 min per ep,PG-13 - Teens 13 or older,6.38,5383,6309,3131,17139,15,Spring 2018,Tuesdays at 01:00 (JST),7.0,8.591186871324563,9.749170192151771,2.772588722239781,Spring,2018-01-01,2018,Tuesdays,01:00:00,60.0
Butlers: Chitose Momotose Monogatari,TV,Original,Lantis,Comedy,Silver Link.,12.0,Finished Airing,2018-04-12,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,5.74,2897,8373,3168,16701,44,Spring 2018,Thursdays at 01:05 (JST),23.0,7.971776122880628,9.723283751713176,3.8066624897703196,Spring,2018-01-01,2018,Thursdays,01:05:00,65.0
Shichisei no Subaru,TV,Light novel,TBS,Action,Lerche,12.0,Finished Airing,2018-07-06,2018-09-02,24 min per ep,PG-13 - Teens 13 or older,6.26,19606,6831,1449,61995,115,Summer 2018,Fridays at 01:58 (JST),24.0,9.883641924315421,11.034825145816942,4.7535901911063645,Summer,2018-01-01,2018,Fridays,01:58:00,118.0
Gaikotsu Shotenin Honda-san,TV,Web manga,Lantis,Slice of Life,DLE,12.0,Finished Airing,2018-10-08,2018-12-02,11 min per ep,PG-13 - Teens 13 or older,7.42,15149,1962,1706,48919,132,Fall 2018,Mondays at 00:30 (JST),11.0,9.625755810937516,10.797941589801109,4.890349128221754,Fall,2018-01-01,2018,Mondays,00:30:00,30.0
Boku no Hero Academia 3rd Season,TV,Manga,TOHO animation,Action,Bones,25.0,Finished Airing,2018-04-07,2018-09-02,23 min per ep,PG-13 - Teens 13 or older,8.68,262182,50,89,535390,8361,Spring 2018,Saturdays at 17:30 (JST),23.0,12.476798012206741,13.190752600065316,9.03145291191651,Spring,2018-01-01,2018,Saturdays,17:30:00,1050.0
Tada-kun wa Koi wo Shinai,TV,Original,Media Factory,Comedy,Doga Kobo,13.0,Finished Airing,2018-04-05,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,7.6,44222,1378,840,115861,486,Spring 2018,Thursdays at 21:00 (JST),23.0,10.697000294715387,11.66015510671464,6.18826412308259,Spring,2018-01-01,2018,Thursdays,21:00:00,1260.0
Ulysses: Jehanne Darc to Renkin no Kishi,TV,Light novel,Lantis,Action,AXsiZ,12.0,Finished Airing,2018-10-07,2018-12-03,23 min per ep,PG-13 - Teens 13 or older,5.55,11248,8860,1629,51956,103,Fall 2018,Sundays at 22:00 (JST),23.0,9.328034514792826,10.858171732397153,4.6443908991413725,Fall,2018-01-01,2018,Sundays,22:00:00,1320.0
Tokyo Ghoul:re,TV,Manga,Marvelous,Action,Studio Pierrot,12.0,Finished Airing,2018-04-03,2018-06-01,24 min per ep,R - 17+ (violence & profanity),7.24,141336,2723,218,332462,2660,Spring 2018,Tuesdays at 23:00 (JST),24.0,11.858902388605687,12.71428385469068,7.886457270977689,Spring,2018-01-01,2018,Tuesdays,23:00:00,1380.0
Beatless,TV,Novel,Kadokawa Shoten,Action,Diomedea,20.0,Finished Airing,2018-01-13,2018-06-03,24 min per ep,PG-13 - Teens 13 or older,6.24,20326,6876,973,100049,327,Winter 2018,Saturdays at 01:55 (JST),24.0,9.919705330558962,11.51342534001188,5.793013608384144,Winter,2018-01-01,2018,Saturdays,01:55:00,115.0
Ling Qi 2,TV,Web manga,Tencent Animation & Comics,Action,Haoliners Animation League,12.0,Finished Airing,2018-02-23,2018-05-01,24 min per ep,PG-13 - Teens 13 or older,7.61,4529,1344,3409,14478,100,Winter 2018,Saturdays at 21:00 (JST),24.0,8.41847721847708,9.58045460278142,4.61512051684126,Winter,2018-01-01,2018,Saturdays,21:00:00,1260.0
Kokkoku,TV,Manga,Twin Engine,Psychological,Geno Studio,12.0,Finished Airing,2018-01-08,2018-03-02,23 min per ep,R - 17+ (violence & profanity),7.16,37945,3042,940,104145,188,Winter 2018,Mondays at 00:30 (JST),23.0,10.543919375424078,11.5535490398066,5.241747015059643,Winter,2018-01-01,2018,Mondays,00:30:00,30.0
Megalo Box,TV,Original,TBS,Action,TMS Entertainment,13.0,Finished Airing,2018-04-06,2018-06-02,24 min per ep,R - 17+ (violence & profanity),8.07,88156,479,482,191547,1204,Spring 2018,Fridays at 01:28 (JST),24.0,11.386874594769628,12.162893708936203,7.094234845924755,Spring,2018-01-01,2018,Fridays,01:28:00,88.0
Major 2nd,TV,Manga,NHK,Comedy,OLM,25.0,Finished Airing,2018-04-07,2018-09-02,24 min per ep,PG-13 - Teens 13 or older,7.66,4741,1213,3481,13809,54,Spring 2018,Saturdays at 17:35 (JST),24.0,8.464214266625351,9.533148246403337,4.007333185232471,Spring,2018-01-01,2018,Saturdays,17:35:00,1055.0
Hug tto! Precure,TV,Original,Asahi Broadcasting,Action,Toei Animation,49.0,Finished Airing,2018-02-04,2019-01-02,24 min per ep,G - All Ages,7.9,1164,699,4621,6923,85,Winter 2018,Sundays at 08:30 (JST),24.0,7.060476365999801,8.8427489162961,4.454347296253507,Winter,2018-01-01,2018,Sundays,08:30:00,510.0
Bary-san no Shokoku Manyuuki,TV,Original,Tokyo MX,Comedy,Kachidoki Studio,47.0,Finished Airing,2016-02-03,2016-03-03,30 sec per ep,G - All Ages,4.08,13,10515,14091,99,0,Winter 2016,Unknown,0.0,2.639057329615259,4.605170185988092,0.0,Winter,2016-01-01,2016,Unknown,,
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,TV,Light novel,MAGES.,Comedy,NAZ,10.0,Finished Airing,2018-10-10,2018-12-01,23 min per ep,PG-13 - Teens 13 or older,5.1,15062,9651,1632,52025,175,Fall 2018,Wednesdays at 22:00 (JST),23.0,9.619996684702816,10.859498872605215,5.170483995038151,Fall,2018-01-01,2018,Wednesdays,22:00:00,1320.0
Banana Fish,TV,Manga,Aniplex,Action,MAPPA,24.0,Finished Airing,2018-07-06,2018-12-02,22 min per ep,R - 17+ (violence & profanity),8.33,32113,214,825,118938,2843,Summer 2018,Fridays at 00:55 (JST),22.0,10.37704735110963,11.68636603562477,7.952966790923131,Summer,2018-01-01,2018,Fridays,00:55:00,55.0
Tsurune: Kazemai Koukou Kyuudoubu,TV,Light novel,Lantis,Sports,Kyoto Animation,13.0,Finished Airing,2018-10-22,2019-01-02,24 min per ep,PG-13 - Teens 13 or older,7.62,11821,1328,1922,41232,213,Fall 2018,Mondays at 00:10 (JST),24.0,9.377717481384314,10.62699418560542,5.365976015021851,Fall,2018-01-01,2018,Mondays,00:10:00,10.0
Tsukumogami Kashimasu,TV,Novel,TMS Entertainment,Slice of Life,Telecom Animation Film,12.0,Finished Airing,2018-07-23,2018-10-01,25 min per ep,PG-13 - Teens 13 or older,6.75,2270,4693,4036,9724,5,Summer 2018,Mondays at 00:10 (JST),25.0,7.7279755421055585,9.182455168486648,1.791759469228055,Summer,2018-01-01,2018,Mondays,00:10:00,10.0
Yuragi-sou no Yuuna-san,TV,Manga,Aniplex,Comedy,Xebec,12.0,Finished Airing,2018-07-14,2018-09-02,23 min per ep,PG-13 - Teens 13 or older,7.23,28039,2764,1056,89667,327,Summer 2018,Saturdays at 23:30 (JST),23.0,10.241387341148526,11.403869239693787,5.793013608384144,Summer,2018-01-01,2018,Saturdays,23:30:00,1410.0
Mameneko,TV,Manga,Studio A-CAT,Slice of Life,Charaction,12.0,Finished Airing,2018-01-09,2018-03-02,3 min per ep,PG - Children,6.0,157,7738,9013,918,0,Winter 2018,Tuesdays at 01:05 (JST),3.0,5.062595033026967,6.823286122355687,0.0,Winter,2018-01-01,2018,Tuesdays,01:05:00,65.0
Kakuriyo no Yadomeshi,TV,Novel,flying DOG,Demons,Gonzo,26.0,Finished Airing,2018-04-02,2018-09-02,23 min per ep,PG-13 - Teens 13 or older,7.58,14347,1431,1554,55607,443,Spring 2018,Mondays at 22:30 (JST),23.0,9.571365838652174,10.926082354780322,6.095824562432225,Spring,2018-01-01,2018,Mondays,22:30:00,1350.0
Hataraku Onii-san!,TV,Original,Lantis,Slice of Life,Tomovies,12.0,Finished Airing,2018-01-05,2018-03-02,4 min per ep,G - All Ages,6.34,1741,6483,5341,4847,8,Winter 2018,Fridays at 21:54 (JST),4.0,7.462789157412448,8.486321527749151,2.1972245773362196,Winter,2018-01-01,2018,Fridays,21:54:00,1314.0
gdMen,TV,Original,Tokyo MX,Comedy,Strawberry Meets Pictures,12.0,Finished Airing,2018-01-09,2018-03-02,8 min per ep,PG - Children,5.96,541,7834,7363,2006,3,Winter 2018,Tuesdays at 01:10 (JST),8.0,6.295266001439646,7.604396348796338,1.3862943611198906,Winter,2018-01-01,2018,Tuesdays,01:10:00,70.0
Sunohara-sou no Kanrinin-san,TV,4-koma manga,flying DOG,Comedy,Silver Link.,12.0,Finished Airing,2018-07-05,2018-09-02,23 min per ep,PG-13 - Teens 13 or older,7.07,14391,3419,1713,48618,173,Summer 2018,Thursdays at 21:00 (JST),23.0,9.574427775630369,10.79176967999097,5.159055299214529,Summer,2018-01-01,2018,Thursdays,21:00:00,1260.0
Caligula,TV,Game,Pony Canyon,Action,Satelight,12.0,Finished Airing,2018-04-08,2018-06-02,23 min per ep,PG-13 - Teens 13 or older,6.2,13573,7035,1638,51435,80,Spring 2018,Sundays at 23:30 (JST),23.0,9.515911477263703,10.84809359539033,4.394449154672439,Spring,2018-01-01,2018,Sundays,23:30:00,1410.0
Gintama.: Shirogane no Tamashii-hen,TV,Manga,TV Tokyo,Action,Bandai Namco Pictures,12.0,Finished Airing,2018-01-08,2018-03-02,24 min per ep,PG-13 - Teens 13 or older,8.82,25904,25,1471,60790,490,Winter 2018,Mondays at 01:35 (JST),24.0,10.162191279248889,11.015197030681492,6.19644412779452,Winter,2018-01-01,2018,Mondays,01:35:00,95.0
25-sai no Joshikousei,TV,Web manga,Cosmic Ray,Romance,Lilix,12.0,Finished Airing,2018-01-08,2018-03-02,6 min per ep,R+ - Mild Nudity,5.58,4946,8778,2944,19313,78,Winter 2018,Mondays at 01:00 (JST),6.0,8.506536611227709,9.868585500526864,4.3694478524670215,Winter,2018-01-01,2018,Mondays,01:00:00,60.0
Nanatsu no Bitoku,TV,Other,Hobby Japan,Ecchi,Bridge,10.0,Finished Airing,2018-01-27,2018-03-03,5 min per ep,R+ - Mild Nudity,5.25,7158,9431,2423,27537,61,Winter 2018,Saturdays at 00:25 (JST),5.0,8.876125585396185,10.223322148004318,4.127134385045092,Winter,2018-01-01,2018,Saturdays,00:25:00,25.0
Dennou Senshi Dokan-kun,TV,Unknown,TV Tokyo,Comedy,DLE,11.0,Finished Airing,2007-01-15,2007-03-02,6 min per ep,PG-13 - Teens 13 or older,7.0,6,10795,14782,62,0,Winter 2007,Unknown,6.0,1.9459101490553132,4.143134726391533,0.0,Winter,2007-01-01,2007,Unknown,,
Hisone to Maso-tan,TV,Original,Warner Bros. Japan,Comedy,Bones,12.0,Finished Airing,2018-04-13,2018-06-02,24 min per ep,PG-13 - Teens 13 or older,7.52,14196,1599,1918,41410,154,Spring 2018,Fridays at 00:00 (JST),24.0,9.560785953663574,10.631301825004375,5.043425116919247,Spring,2018-01-01,2018,Fridays,00:00:00,0.0
Mahou Shoujo Ore,TV,Web manga,Genco,Comedy,Pierrot Plus,12.0,Finished Airing,2018-04-02,2018-06-01,23 min per ep,PG-13 - Teens 13 or older,6.72,13270,4814,1621,52347,95,Spring 2018,Mondays at 22:00 (JST),23.0,9.493336482437249,10.86566901117537,4.564348191467836,Spring,2018-01-01,2018,Mondays,22:00:00,1320.0
Tachibanakan Triangle,TV,Manga,Ichijinsha,Comedy,Creators in Pack,12.0,Finished Airing,2018-04-04,2018-06-02,3 min per ep,R+ - Mild Nudity,5.59,11892,8776,2101,35384,45,Spring 2018,Wednesdays at 01:00 (JST),3.0,9.383705270727246,10.474043280509886,3.828641396489095,Spring,2018-01-01,2018,Wednesdays,01:00:00,60.0
Himote House,TV,Original,Sony Pictures Entertainment,Comedy,Bouncy,12.0,Finished Airing,2018-10-08,2018-12-02,12 min per ep,PG-13 - Teens 13 or older,5.82,1805,8213,3865,10660,11,Fall 2018,Mondays at 00:45 (JST),12.0,7.498869733976931,9.274347501950475,2.4849066497880004,Fall,2018-01-01,2018,Mondays,00:45:00,45.0
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,TV,Manga,Shueisha,Ecchi,J.C.Staff,12.0,Finished Airing,2018-04-09,2018-06-02,24 min per ep,PG-13 - Teens 13 or older,8.37,108068,196,385,224746,1007,Spring 2018,Mondays at 00:30 (JST),24.0,11.590525190992626,12.322730604080151,6.915723448631314,Spring,2018-01-01,2018,Mondays,00:30:00,30.0
Cutie Honey Universe,TV,Manga,Pony Canyon,Action,Production Reed,12.0,Finished Airing,2018-04-08,2018-06-02,23 min per ep,R - 17+ (violence & profanity),5.51,2433,8922,3598,12743,10,Spring 2018,Sundays at 21:00 (JST),23.0,7.797291273547472,9.452815851589884,2.3978952727983707,Spring,2018-01-01,2018,Sundays,21:00:00,1260.0
Micchiri Neko,TV,Web manga,Frencel,Comedy,helo.inc,39.0,Finished Airing,2018-01-04,2018-03-02,1 min per ep,G - All Ages,6.83,1605,4306,5296,4944,10,Winter 2018,Not scheduled once per week,1.0,7.381501894506707,8.506132244056813,2.3978952727983707,Winter,2018-01-01,2018,Not scheduled once per week,,
Layton Mystery Tanteisha: Katri no Nazotoki File,TV,Game,Level-5,Mystery,LIDENFILMS,50.0,Currently Airing,2018-04-08,2019-03-03,23 min per ep,PG - Children,7.05,1489,3484,3970,10031,29,Spring 2018,Sundays at 08:30 (JST),23.0,7.306531398939505,9.213535262872702,3.4011973816621555,Spring,2018-01-01,2018,Sundays,08:30:00,510.0
Grand Blue,TV,Manga,Mainichi Broadcasting System,Comedy,Zero-G,12.0,Finished Airing,2018-07-14,2018-09-02,24 min per ep,PG-13 - Teens 13 or older,8.42,69653,156,617,154190,2489,Summer 2018,Saturdays at 02:55 (JST),24.0,11.15129540756609,11.945947372649265,7.820037989458753,Summer,2018-01-01,2018,Saturdays,02:55:00,175.0
Kitsune no Koe,TV,Manga,Success Corp.,Music,Yumeta Company,12.0,Finished Airing,2018-10-05,2018-12-02,13 min per ep,PG-13 - Teens 13 or older,6.64,2634,5171,3922,10352,34,Fall 2018,Fridays at 22:30 (JST),13.0,7.876638460975463,9.245031611766112,3.5553480614894135,Fall,2018-01-01,2018,Fridays,22:30:00,1350.0
Hataraku Saibou,TV,Manga,Aniplex,Comedy,David Production,13.0,Finished Airing,2018-07-08,2018-09-03,23 min per ep,PG-13 - Teens 13 or older,7.85,72517,798,470,193846,990,Summer 2018,Sundays at 00:00 (JST),23.0,11.191590085889484,12.174824467095908,6.898714534329988,Summer,2018-01-01,2018,Sundays,00:00:00,0.0
Anima Yell!,TV,4-koma manga,Jinnan Studio,Comedy,Doga Kobo,12.0,Finished Airing,2018-10-07,2018-12-02,23 min per ep,PG-13 - Teens 13 or older,7.11,6550,3227,2922,19691,39,Fall 2018,Sundays at 23:30 (JST),23.0,8.787372988731876,9.887967740878091,3.6888794541139363,Fall,2018-01-01,2018,Sundays,23:30:00,1410.0
Release the Spyce,TV,Original,Mainichi Broadcasting System,Action,Lay-duce,12.0,Finished Airing,2018-10-07,2018-12-02,24 min per ep,PG-13 - Teens 13 or older,7.08,9420,3375,2130,34497,132,Fall 2018,Sundays at 02:38 (JST),24.0,9.150696519048667,10.448656630324574,4.890349128221754,Fall,2018-01-01,2018,Sundays,02:38:00,158.0
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,TV,Game,Happy Elements,Action,Encourage Films,12.0,Finished Airing,2018-10-11,2018-12-02,23 min per ep,PG-13 - Teens 13 or older,6.64,3396,5175,3208,16337,30,Fall 2018,Thursdays at 22:30 (JST),23.0,8.130647968160584,9.701248961901815,3.4339872044851463,Fall,2018-01-01,2018,Thursdays,22:30:00,1350.0
Gundam Build Divers,TV,Original,TV Tokyo,Action,Sunrise,25.0,Finished Airing,2018-04-03,2018-09-02,24 min per ep,G - All Ages,6.44,3592,6027,3628,12453,28,Spring 2018,Tuesdays at 17:55 (JST),24.0,8.186742787113518,9.429797135432397,3.367295829986474,Spring,2018-01-01,2018,Tuesdays,17:55:00,1075.0
