name,type,source,producers,genre,studio,episodes,status,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,duration_in_minutes,log_scored_by,log_members,log_favorites,season,year,only_year,weekday,time,time_in_minutes
Rerere no Tensai Bakabon,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,24.0,Finished Airing,1999-10-19,2000-03-02,25 min per ep,G - All Ages,6.43,77,6081,11000,339,1,Fall 1999,Unknown,25.0,4.356708826689592,5.8289456176102075,0.6931471805599453,Fall,1999-01-01,1999,Unknown,,
R-15,TV,Light novel,Kadokawa Shoten,Comedy,AIC,12.0,Finished Airing,2011-07-10,2011-09-02,24 min per ep,R+ - Mild Nudity,6.61,30173,5324,1320,69715,80,Summer 2011,Unknown,24.0,10.31473590540002,11.152185125641573,4.394449154672439,Summer,2011-01-01,2011,Unknown,,
Mirai Nikki,TV,Manga,Lantis,Action,Asread,26.0,Finished Airing,2011-10-09,2012-04-01,23 min per ep,R+ - Mild Nudity,7.84,648490,824,12,1064223,25002,Fall 2011,Sundays at 23:00 (JST),23.0,13.382403404461916,13.877756453041961,10.126751096650914,Fall,2011-01-01,2011,Sundays,23:00:00,1380.0
Morita-san wa Mukuchi.,TV,4-koma manga,DAX Production,Comedy,Seven,13.0,Finished Airing,2011-07-06,2011-09-02,3 min per ep,PG-13 - Teens 13 or older,6.58,8346,5449,3032,18224,14,Summer 2011,Unknown,3.0,9.029657471850737,9.81054955687686,2.70805020110221,Summer,2011-01-01,2011,Unknown,,
Manga Nihon Keizai Nyuumon,TV,Manga,TV Tokyo,Slice of Life,Knack Productions,25.0,Finished Airing,1987-10-13,1988-03-02,25 min per ep,PG-13 - Teens 13 or older,6.13,15,11944,12858,159,0,Fall 1987,Unknown,25.0,2.772588722239781,5.075173815233827,0.0,Fall,1987-01-01,1987,Unknown,,
Boku wa Tomodachi ga Sukunai,TV,Light novel,Media Factory,Ecchi,AIC Build,12.0,Finished Airing,2011-10-07,2011-12-02,24 min per ep,R+ - Mild Nudity,7.43,275304,1906,105,480212,3388,Fall 2011,Fridays at 01:55 (JST),24.0,12.525634852970857,13.08198503445616,8.128290171607052,Fall,2011-01-01,2011,Fridays,01:55:00,115.0
Mawaru Penguindrum,TV,Original,Starchild Records,Mystery,"""Brains Base""",24.0,Finished Airing,2011-07-08,2011-12-02,24 min per ep,R - 17+ (violence & profanity),8.02,76348,547,432,203683,5797,Summer 2011,Fridays at 02:10 (JST),24.0,11.243070212984057,12.22432505224726,8.6652683094816,Summer,2011-01-01,2011,Fridays,02:10:00,130.0
Guilty Crown,TV,Original,Aniplex,Action,Production I.G,22.0,Finished Airing,2011-10-14,2012-03-02,24 min per ep,R - 17+ (violence & profanity),7.71,366484,1092,53,696859,15781,Fall 2011,Fridays at 01:15 (JST),24.0,12.811712871776876,13.454339808735284,9.666625329080981,Fall,2011-01-01,2011,Fridays,01:15:00,75.0
UN-GO,TV,Novel,Dentsu,Mystery,Bones,11.0,Finished Airing,2011-10-14,2011-12-02,24 min per ep,R - 17+ (violence & profanity),7.47,43868,1791,908,108973,580,Fall 2011,Fridays at 00:45 (JST),24.0,10.68896319927999,11.59886460064788,6.364750756851911,Fall,2011-01-01,2011,Fridays,00:45:00,45.0
Chihayafuru,TV,Manga,VAP,Drama,Madhouse,25.0,Finished Airing,2011-10-05,2012-03-02,22 min per ep,PG-13 - Teens 13 or older,8.28,96438,267,353,235162,4906,Fall 2011,Wednesdays at Unknown,22.0,11.476665963099911,12.368034169706462,8.498418036089904,Fall,2011-01-01,2011,Wednesdays,,
Mobile Suit Gundam AGE,TV,Original,Sotsu,Action,Sunrise,49.0,Finished Airing,2011-10-09,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,6.56,9409,5540,2748,22191,49,Fall 2011,Unknown,24.0,9.149528232579426,10.007487142554613,3.912023005428146,Fall,2011-01-01,2011,Unknown,,
Inumarudashi,TV,Manga,indigo line,Comedy,Gathering,4.0,Finished Airing,2011-06-10,2011-07-02,3 min per ep,PG-13 - Teens 13 or older,5.36,79,9208,10241,488,0,Summer 2011,Unknown,3.0,4.382026634673881,6.192362489474872,0.0,Summer,2011-01-01,2011,Unknown,,
Penguin no Mondai Max,TV,Unknown,TV Tokyo,Comedy,Shogakukan Music & Digital Entertainment,50.0,Finished Airing,2010-04-03,2011-03-02,10 min per ep,G - All Ages,6.4,25,12534,12862,158,0,Spring 2010,Unknown,10.0,3.258096538021482,5.0689042022202315,0.0,Spring,2010-01-01,2010,Unknown,,
Scan2Go,TV,Unknown,d-rights,Cars,SynergySP,52.0,Finished Airing,2010-08-09,2011-03-02,25 min per ep,G - All Ages,6.29,473,6690,8360,1268,8,Summer 2010,Unknown,25.0,6.161207321695077,7.1459844677143876,2.1972245773362196,Summer,2010-01-01,2010,Unknown,,
Dame Oyaji,TV,Manga,TV Tokyo,Slice of Life,Knack Productions,26.0,Finished Airing,1974-02-04,1974-09-01,25 min per ep,PG-13 - Teens 13 or older,6.04,24,10730,12252,194,0,Winter 1974,Unknown,25.0,3.2188758248682006,5.272999558563747,0.0,Winter,1974-01-01,1974,Unknown,,
Zettai Zetsumei Dangerous Jiisan (2004),TV,Manga,Shogakukan,Comedy,Studio Hibari,51.0,Finished Airing,2004-04-04,2005-03-02,5 min per ep,G - All Ages,6.03,34,13673,11869,226,0,Spring 2004,Unknown,5.0,3.5553480614894135,5.424950017481403,0.0,Spring,2004-01-01,2004,Unknown,,
Inu x Boku SS,TV,Manga,Aniplex,Comedy,David Production,12.0,Finished Airing,2012-01-13,2012-03-03,24 min per ep,PG-13 - Teens 13 or older,7.61,148219,1342,254,305930,2932,Winter 2012,Fridays at Unknown,24.0,11.90645293550535,12.631114865311703,7.983781068977451,Winter,2012-01-01,2012,Fridays,,
Muv-Luv Alternative: Total Eclipse,TV,Light novel,TV Tokyo,Action,Satelight,24.0,Finished Airing,2012-07-02,2012-12-02,24 min per ep,R+ - Mild Nudity,7.16,30975,3046,1326,69419,305,Summer 2012,Mondays at 01:35 (JST),24.0,10.340967990076303,11.147930289415777,5.723585101952381,Summer,2012-01-01,2012,Mondays,01:35:00,95.0
Hunter x Hunter (2011),TV,Manga,VAP,Action,Madhouse,148.0,Finished Airing,2011-10-02,2014-09-02,23 min per ep,PG-13 - Teens 13 or older,9.12,468889,5,30,840943,76048,Fall 2011,Sundays at 10:55 (JST),23.0,13.058123478341415,13.642280349342089,11.239133148357068,Fall,2011-01-01,2011,Sundays,10:55:00,655.0
Kill Me Baby,TV,4-koma manga,Pony Canyon,Comedy,J.C.Staff,13.0,Finished Airing,2012-01-06,2012-03-03,24 min per ep,PG-13 - Teens 13 or older,6.93,30803,3917,1216,76606,347,Winter 2012,Unknown,24.0,10.33539983065914,11.246443735365446,5.8522024797744745,Winter,2012-01-01,2012,Unknown,,
Another,TV,Novel,Lantis,Mystery,P.A. Works,12.0,Finished Airing,2012-01-10,2012-03-02,24 min per ep,R - 17+ (violence & profanity),7.73,511956,1029,29,846194,12218,Winter 2012,Unknown,24.0,13.14599591611976,13.648505108482034,9.410747396316522,Winter,2012-01-01,2012,Unknown,,
Sekaiichi Hatsukoi 2,TV,Manga,Lantis,Comedy,Studio Deen,12.0,Finished Airing,2011-10-08,2011-12-02,24 min per ep,PG-13 - Teens 13 or older,8.2,56605,325,996,95894,756,Fall 2011,Unknown,24.0,10.94387026564006,11.471009121868937,6.6293632534374485,Fall,2011-01-01,2011,Unknown,,
Cross Fight B-Daman,TV,Unknown,TV Tokyo Music,Game,SynergySP,52.0,Finished Airing,2011-10-02,2012-09-03,14 min per ep,G - All Ages,6.59,1181,5384,6431,3037,16,Fall 2011,Unknown,14.0,7.074963197966044,8.018954683155718,2.833213344056216,Fall,2011-01-01,2011,Unknown,,
Papa no Iukoto wo Kikinasai!,TV,Light novel,Starchild Records,Comedy,feel.,12.0,Finished Airing,2012-01-11,2012-03-02,23 min per ep,PG-13 - Teens 13 or older,7.43,71785,1926,729,131311,537,Winter 2012,Wednesdays at 01:30 (JST),23.0,11.181444749951636,11.785331449869492,6.2878585601617845,Winter,2012-01-01,2012,Wednesdays,01:30:00,90.0
Rinne no Lagrange,TV,Original,Production I.G,Action,Xebec,12.0,Finished Airing,2012-01-08,2012-03-02,23 min per ep,PG-13 - Teens 13 or older,6.98,18825,3747,1676,49848,96,Winter 2012,Sundays at 22:00 (JST),23.0,9.842994172107165,10.816753715008234,4.574710978503383,Winter,2012-01-01,2012,Sundays,22:00:00,1320.0
Amagami SS+ Plus,TV,Visual novel,TBS,Slice of Life,AIC,13.0,Finished Airing,2012-01-06,2012-03-03,24 min per ep,PG-13 - Teens 13 or older,7.55,57904,1506,949,101936,287,Winter 2012,Unknown,24.0,10.966559015618477,11.532110254385062,5.662960480135946,Winter,2012-01-01,2012,Unknown,,
Hidamari Sketch x Honeycomb,TV,4-koma manga,Aniplex,Slice of Life,Shaft,12.0,Finished Airing,2012-10-05,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.95,6997,631,3242,15961,110,Fall 2012,Unknown,24.0,8.853379672927634,9.677966176435953,4.709530201312334,Fall,2012-01-01,2012,Unknown,,
Brave 10,TV,Manga,Media Factory,Action,TMS Entertainment,12.0,Finished Airing,2012-01-08,2012-03-02,24 min per ep,R - 17+ (violence & profanity),6.9,52605,4002,915,108223,252,Winter 2012,Sundays at Unknown,24.0,10.870585460661555,11.591958432258252,5.53338948872752,Winter,2012-01-01,2012,Sundays,,
Black★Rock Shooter (TV),TV,Other,Aniplex,Action,Ordet,8.0,Finished Airing,2012-02-03,2012-03-02,23 min per ep,PG-13 - Teens 13 or older,6.97,131093,3759,309,259429,1946,Winter 2012,Fridays at 00:45 (JST),23.0,11.78366990211408,12.466242195680831,7.5740450053721995,Winter,2012-01-01,2012,Fridays,00:45:00,45.0
Zero no Tsukaima F,TV,Light novel,Cospa,Adventure,J.C.Staff,12.0,Finished Airing,2012-01-07,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,7.69,151375,1146,323,255164,1055,Winter 2012,Unknown,24.0,11.927522086944226,12.449665673711793,6.962243464266207,Winter,2012-01-01,2012,Unknown,,
Tantei Opera Milky Holmes Dai 2 Maku,TV,Card game,Sotsu,Comedy,J.C.Staff,12.0,Finished Airing,2012-01-05,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,7.27,6067,2598,3421,14320,57,Winter 2012,Unknown,24.0,8.710784340468424,9.569482270478703,4.060443010546419,Winter,2012-01-01,2012,Unknown,,
Shin Tennis no Ouji-sama,TV,Manga,TV Tokyo,Action,Production I.G,13.0,Finished Airing,2012-01-05,2012-03-02,23 min per ep,PG-13 - Teens 13 or older,7.64,20286,1271,1959,39441,206,Winter 2012,Unknown,23.0,9.91773556580133,10.582586517370014,5.332718793265369,Winter,2012-01-01,2012,Unknown,,
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,TV,Original,TV Asahi,Action,Toei Animation,25.0,Finished Airing,2011-10-02,2012-03-02,25 min per ep,PG - Children,6.59,7653,5388,3207,16258,21,Fall 2011,Sundays at 06:30 (JST),25.0,8.942983665985647,9.696401880595555,3.091042453358316,Fall,2011-01-01,2011,Sundays,06:30:00,390.0
Ano Natsu de Matteru,TV,Original,Geneon Universal Entertainment,Comedy,J.C.Staff,12.0,Finished Airing,2012-01-10,2012-03-02,23 min per ep,PG-13 - Teens 13 or older,7.62,116040,1304,351,236124,1663,Winter 2012,Tuesdays at 01:30 (JST),23.0,11.661698855916237,12.37211660480381,7.416979621381154,Winter,2012-01-01,2012,Tuesdays,01:30:00,90.0
Chibi☆Devi!,TV,Manga,Shogakukan Productions,Fantasy,SynergySP,75.0,Finished Airing,2011-10-10,2014-02-01,5 min per ep,PG - Children,6.85,3106,4198,3912,10390,45,Fall 2011,Unknown,5.0,8.041412909393047,9.248695325852646,3.828641396489095,Fall,2011-01-01,2011,Unknown,,
Recorder to Randoseru Do♪,TV,4-koma manga,Takeshobo,Comedy,Seven,13.0,Finished Airing,2012-01-06,2012-03-02,3 min per ep,PG-13 - Teens 13 or older,6.76,18881,4640,2024,37575,20,Winter 2012,Unknown,3.0,9.845964366292462,10.53412082770683,3.044522437723423,Winter,2012-01-01,2012,Unknown,,
Sankarea,TV,Manga,Lantis,Comedy,Studio Deen,12.0,Finished Airing,2012-04-06,2012-06-02,24 min per ep,R+ - Mild Nudity,7.47,180125,1781,208,336462,1649,Spring 2012,Fridays at 01:55 (JST),24.0,12.101411884986621,12.726243466597902,7.408530566894626,Spring,2012-01-01,2012,Fridays,01:55:00,115.0
Hello Kitty: Ringo no Mori no Fantasy,TV,Unknown,Sanrio,Comedy,Asahi Production,13.0,Finished Airing,2006-04-04,2006-09-01,7 min per ep,PG - Children,5.98,94,7764,10977,341,0,Spring 2006,Unknown,7.0,4.553876891600541,5.834810737062605,0.0,Spring,2006-01-01,2006,Unknown,,
Happyakuyachou Hyouri Kewaishi,TV,Unknown,TBS,Historical,Shin-Ei Animation,16.0,Finished Airing,1990-10-09,1991-04-03,10 min per ep,PG-13 - Teens 13 or older,5.9,30,11105,11318,290,3,Fall 1990,Unknown,10.0,3.4339872044851463,5.673323267171493,1.3862943611198906,Fall,1990-01-01,1990,Unknown,,
Sengoku☆Paradise Kiwami,TV,Unknown,TV Tokyo,Action,Milky Cartoon,26.0,Finished Airing,2011-10-04,2012-03-02,3 min per ep,PG-13 - Teens 13 or older,6.17,633,7172,5669,4152,2,Fall 2011,Unknown,3.0,6.452048954437226,8.331586243630754,1.0986122886681096,Fall,2011-01-01,2011,Unknown,,
Nisemonogatari,TV,Light novel,Aniplex,Mystery,Shaft,11.0,Finished Airing,2012-01-08,2012-03-01,24 min per ep,R - 17+ (violence & profanity),8.2,238164,323,151,401291,2839,Winter 2012,Sundays at 00:00 (JST),24.0,12.380718989758835,12.902444620845733,7.951559331155252,Winter,2012-01-01,2012,Sundays,00:00:00,0.0
Morita-san wa Mukuchi. 2,TV,4-koma manga,DAX Production,Comedy,Seven,13.0,Finished Airing,2011-10-05,2011-12-02,3 min per ep,PG-13 - Teens 13 or older,6.73,5823,4774,3899,10445,4,Fall 2011,Unknown,3.0,8.669742589876522,9.253974408996244,1.6094379124341003,Fall,2011-01-01,2011,Unknown,,
High School DxD,TV,Light novel,Genco,Comedy,TNK,12.0,Finished Airing,2012-01-06,2012-03-02,24 min per ep,R+ - Mild Nudity,7.58,409490,1430,59,654148,13958,Winter 2012,Fridays at 11:00 (JST),24.0,12.922670204011762,13.391090433236485,9.543879740512757,Winter,2012-01-01,2012,Fridays,11:00:00,660.0
Natsume Yuujinchou Shi,TV,Manga,TV Tokyo,Slice of Life,"""Brains Base""",13.0,Finished Airing,2012-01-03,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,8.71,66778,45,656,144010,1465,Winter 2012,Tuesdays at 01:30 (JST),24.0,11.10914393884225,11.877644964529544,7.290292882446597,Winter,2012-01-01,2012,Tuesdays,01:30:00,90.0
Area no Kishi,TV,Manga,TV Asahi,Comedy,Shin-Ei Animation,37.0,Finished Airing,2012-01-07,2012-09-02,25 min per ep,PG-13 - Teens 13 or older,7.32,23143,2374,1687,49483,221,Winter 2012,Saturdays at 06:00 (JST),25.0,10.04949084665597,10.809404663982722,5.402677381872279,Winter,2012-01-01,2012,Saturdays,06:00:00,360.0
Code:Breaker,TV,Manga,Bandai Visual,Action,Kinema Citrus,13.0,Finished Airing,2012-10-07,2012-12-02,24 min per ep,R - 17+ (violence & profanity),6.95,97426,3833,459,195173,526,Fall 2012,Unknown,24.0,11.486858658607954,12.181646747368347,6.267200548541362,Fall,2012-01-01,2012,Unknown,,
Kimi to Boku. 2,TV,Manga,TV Tokyo,Comedy,J.C.Staff,13.0,Finished Airing,2012-04-03,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,8.06,29134,491,1509,58265,317,Spring 2012,Unknown,24.0,10.279695479577175,10.972774011822409,5.762051382780177,Spring,2012-01-01,2012,Unknown,,
Fate/Zero 2nd Season,TV,Novel,Aniplex,Action,ufotable,12.0,Finished Airing,2012-04-08,2012-06-02,24 min per ep,R - 17+ (violence & profanity),8.64,344208,62,84,553071,11898,Spring 2012,Sundays at 00:00 (JST),24.0,12.749004310006345,13.223243470944338,9.384209641955154,Spring,2012-01-01,2012,Sundays,00:00:00,0.0
Senki Zesshou Symphogear,TV,Original,Aniplex,Action,Satelight,13.0,Finished Airing,2012-01-06,2012-03-03,23 min per ep,PG-13 - Teens 13 or older,7.07,26443,3412,1344,68657,776,Winter 2012,Fridays at 23:00 (JST),23.0,10.182784568453469,11.13689293754577,6.655440350367647,Winter,2012-01-01,2012,Fridays,23:00:00,1380.0
Sword Art Online,TV,Light novel,Aniplex,Action,A-1 Pictures,25.0,Finished Airing,2012-07-08,2012-12-02,23 min per ep,PG-13 - Teens 13 or older,7.58,1007035,1440,3,1442099,53268,Summer 2012,Sundays at 00:00 (JST),23.0,13.822521920813431,14.181610942550162,10.883109827442746,Summer,2012-01-01,2012,Sundays,00:00:00,0.0
Accel World,TV,Light novel,Genco,Action,Sunrise,24.0,Finished Airing,2012-04-07,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.5,252895,1657,109,469283,3810,Spring 2012,Saturdays at 00:30 (JST),24.0,12.440733616004701,13.058963407870825,8.24564690087386,Spring,2012-01-01,2012,Saturdays,00:30:00,30.0
Medaka Box,TV,Manga,TV Tokyo,Action,Gainax,12.0,Finished Airing,2012-04-05,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,7.16,71196,3044,586,159927,352,Spring 2012,Thursdays at 01:50 (JST),24.0,11.17320596168091,11.98247899293558,5.8664680569332965,Spring,2012-01-01,2012,Thursdays,01:50:00,110.0
Sekai de Ichiban Tsuyoku Naritai!,TV,Manga,Movic,Action,Arms,12.0,Finished Airing,2013-10-06,2013-12-02,23 min per ep,R+ - Mild Nudity,5.92,10850,7931,2116,34688,59,Fall 2013,Unknown,23.0,9.292012520620208,10.454177912797071,4.0943445622221,Fall,2013-01-01,2013,Unknown,,
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Manga,Lantis,Comedy,LMD,12.0,Finished Airing,2012-01-24,2012-03-02,6 min per ep,R+ - Mild Nudity,6.26,9120,6803,2758,22040,28,Winter 2012,Tuesdays at Unknown,6.0,9.118334726180159,10.000659634288388,3.367295829986474,Winter,2012-01-01,2012,Tuesdays,,
Kuroko no Basket,TV,Manga,Bandai Visual,Comedy,Production I.G,25.0,Finished Airing,2012-04-08,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,8.34,315061,212,88,534177,16005,Spring 2012,Sundays at 01:58 (JST),24.0,12.660524723837018,13.188484395732452,9.680718930926991,Spring,2012-01-01,2012,Sundays,01:58:00,118.0
Dog Days',TV,Original,Aniplex,Action,Seven Arcs,13.0,Finished Airing,2012-07-07,2012-09-02,23 min per ep,PG-13 - Teens 13 or older,7.23,38713,2725,1259,73791,146,Summer 2012,Saturdays at 23:30 (JST),23.0,10.563956570705491,11.20900560362873,4.990432586778736,Summer,2012-01-01,2012,Saturdays,23:30:00,1410.0
Haiyore! Nyaruko-san,TV,Light novel,TV Tokyo,Sci-Fi,Xebec,12.0,Finished Airing,2012-04-10,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,7.18,98549,2944,386,222505,1050,Spring 2012,Unknown,24.0,11.498319312580866,12.312709346516982,6.957497370876951,Spring,2012-01-01,2012,Unknown,,
Zetman,TV,Manga,TV Asahi,Action,TMS Entertainment,13.0,Finished Airing,2012-04-03,2012-06-02,24 min per ep,R+ - Mild Nudity,6.97,43315,3795,1044,90313,218,Spring 2012,Unknown,24.0,10.67627736074827,11.411047766147501,5.389071729816501,Spring,2012-01-01,2012,Unknown,,
Danshi Koukousei no Nichijou,TV,Web manga,TV Tokyo,Slice of Life,Sunrise,12.0,Finished Airing,2012-01-10,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,210653,213,145,415208,8857,Winter 2012,Tuesdays at 02:00 (JST),24.0,12.25797225607093,12.936537286899465,9.089076284483143,Winter,2012-01-01,2012,Tuesdays,02:00:00,120.0
Queen's Blade: Rebellion,TV,Other,Genco,Action,Arms,12.0,Finished Airing,2012-04-03,2012-06-01,24 min per ep,R+ - Mild Nudity,6.44,9515,6033,2353,29082,49,Spring 2012,Unknown,24.0,9.160729871422848,10.27790909001283,3.912023005428146,Spring,2012-01-01,2012,Unknown,,
Kokoro Connect,TV,Light novel,Starchild Records,Slice of Life,Silver Link.,13.0,Finished Airing,2012-07-08,2012-09-03,24 min per ep,PG-13 - Teens 13 or older,7.93,230116,658,127,442161,5919,Summer 2012,Sundays at 00:30 (JST),24.0,12.346343154215734,12.999431609746416,8.68609172787805,Summer,2012-01-01,2012,Sundays,00:30:00,30.0
Oda Nobuna no Yabou,TV,Light novel,Pony Canyon,Comedy,Madhouse,12.0,Finished Airing,2012-07-09,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.6,97824,1371,465,193532,1028,Summer 2012,Unknown,24.0,11.490935447078613,12.173203319546891,6.9363427358340495,Summer,2012-01-01,2012,Unknown,,
Poyopoyo Kansatsu Nikki,TV,4-koma manga,DAX Production,Slice of Life,Studio Deen,52.0,Finished Airing,2012-01-08,2012-12-03,3 min per ep,PG - Children,7.75,6682,998,3183,16485,132,Winter 2012,Sundays at Unknown,3.0,8.80732226751107,9.710266814873172,4.890349128221754,Winter,2012-01-01,2012,Sundays,,
Kingdom,TV,Manga,NHK,Action,Studio Pierrot,38.0,Finished Airing,2012-06-04,2013-02-02,25 min per ep,R - 17+ (violence & profanity),8.17,28742,357,1101,84695,775,Summer 2012,Mondays at 19:00 (JST),25.0,10.266149538318983,11.346823654023215,6.654152520183219,Summer,2012-01-01,2012,Mondays,19:00:00,1140.0
What's Michael? (TV),TV,Manga,Studio Jack,Comedy,Daume,45.0,Finished Airing,1988-04-15,1989-03-02,25 min per ep,PG - Children,7.1,42,13489,10730,385,0,Spring 1988,Unknown,25.0,3.7612001156935624,5.955837369464831,0.0,Spring,1988-01-01,1988,Unknown,,
Natsu-iro Kiseki,TV,Original,Aniplex,School,Sunrise,12.0,Finished Airing,2012-04-06,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,7.04,11741,3521,2164,33493,71,Spring 2012,Fridays at 02:25 (JST),24.0,9.37092743662413,10.419121597294424,4.276666119016055,Spring,2012-01-01,2012,Fridays,02:25:00,145.0
Yurumates 3D,TV,4-koma manga,DAX Production,Slice of Life,C2C,13.0,Finished Airing,2012-04-03,2012-06-02,3 min per ep,PG-13 - Teens 13 or older,6.34,3139,6500,4740,6515,5,Spring 2012,Unknown,3.0,8.0519780789023,8.782015969721936,1.791759469228055,Spring,2012-01-01,2012,Unknown,,
AKB0048,TV,Original,Starchild Records,Music,Satelight,13.0,Finished Airing,2012-04-29,2012-07-02,23 min per ep,PG-13 - Teens 13 or older,7.48,20764,1723,1744,46872,617,Spring 2012,Unknown,23.0,9.941024156064854,10.755197095695797,6.42648845745769,Spring,2012-01-01,2012,Unknown,,
Koi to Senkyo to Chocolate,TV,Visual novel,Aniplex,Drama,AIC Build,12.0,Finished Airing,2012-07-06,2012-09-02,25 min per ep,PG-13 - Teens 13 or older,7.22,60438,2786,718,133586,335,Summer 2012,Unknown,25.0,11.009389870915584,11.802508229960985,5.817111159963204,Summer,2012-01-01,2012,Unknown,,
Mameushi-kun,TV,Picture book,Sotsu,Comedy,TMS Entertainment,52.0,Finished Airing,2007-10-06,2008-09-02,15 min per ep,G - All Ages,6.27,15,11924,13456,129,0,Fall 2007,Unknown,15.0,2.772588722239781,4.867534450455582,0.0,Fall,2007-01-01,2007,Unknown,,
Hyouka,TV,Novel,Lantis,Mystery,Kyoto Animation,22.0,Finished Airing,2012-04-23,2012-09-01,25 min per ep,PG-13 - Teens 13 or older,8.15,268393,377,72,592822,13577,Spring 2012,Unknown,25.0,12.500211329135308,13.292651151131734,9.516206114861593,Spring,2012-01-01,2012,Unknown,,
Smile Precure!,TV,Original,Saban Brands,Action,Toei Animation,48.0,Finished Airing,2012-02-05,2013-01-02,24 min per ep,G - All Ages,7.19,5493,2917,3220,16189,220,Winter 2012,Unknown,24.0,8.611411866655219,9.69214904667168,5.3981627015177525,Winter,2012-01-01,2012,Unknown,,
Rinne no Lagrange Season 2,TV,Original,Production I.G,Action,Xebec,12.0,Finished Airing,2012-07-08,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.03,10219,3571,2720,22542,13,Summer 2012,Unknown,24.0,9.232101863757695,10.023179875454133,2.639057329615259,Summer,2012-01-01,2012,Unknown,,
Acchi Kocchi (TV),TV,4-koma manga,Pony Canyon,Slice of Life,AIC,12.0,Finished Airing,2012-04-06,2012-06-02,25 min per ep,PG-13 - Teens 13 or older,7.6,88422,1355,471,192568,1940,Spring 2012,Unknown,25.0,11.389887395780004,12.168209810043589,7.57095858316901,Spring,2012-01-01,2012,Unknown,,
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,Light novel,Lantis,Comedy,Diomedea,13.0,Finished Airing,2012-07-06,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.26,125692,2608,376,226074,1101,Summer 2012,Unknown,24.0,11.741597704881316,12.328622081608682,7.00488198971286,Summer,2012-01-01,2012,Unknown,,
Thermae Romae,TV,Manga,Dentsu,Comedy,Gonzo,3.0,Finished Airing,2012-01-13,2012-01-02,24 min per ep,PG-13 - Teens 13 or older,7.09,8730,3338,3141,17007,21,Winter 2012,Fridays at 00:45 (JST),24.0,9.074635189810808,9.74143910058173,3.091042453358316,Winter,2012-01-01,2012,Fridays,00:45:00,45.0
Bakuman. 3rd Season,TV,Manga,NHK,Comedy,J.C.Staff,25.0,Finished Airing,2012-10-06,2013-03-03,24 min per ep,PG-13 - Teens 13 or older,8.65,117486,56,442,200404,2283,Fall 2012,Unknown,24.0,11.67408296814761,12.208095597981398,7.7336835707759,Fall,2012-01-01,2012,Unknown,,
Shining Hearts: Shiawase no Pan,TV,Game,Avex Entertainment,Action,Production I.G,12.0,Finished Airing,2012-04-13,2012-06-03,24 min per ep,PG-13 - Teens 13 or older,6.18,12685,7130,2187,33040,33,Spring 2012,Unknown,24.0,9.448254302193842,10.405504493520723,3.5263605246161616,Spring,2012-01-01,2012,Unknown,,
Mouretsu Atarou (1990),TV,Manga,TV Asahi,Comedy,Toei Animation,34.0,Finished Airing,1990-04-21,1990-12-02,24 min per ep,G - All Ages,6.39,18,12121,12347,188,0,Spring 1990,Saturdays at 19:00 (JST),24.0,2.9444389791664403,5.241747015059643,0.0,Spring,1990-01-01,1990,Saturdays,19:00:00,1140.0
Oyako Club,TV,Original,Fuji TV,Slice of Life,Eiken,1818.0,Finished Airing,1994-10-03,2013-03-03,5 min per ep,G - All Ages,6.01,132,7695,10675,395,0,Fall 1994,Unknown,5.0,4.890349128221754,5.981414211254481,0.0,Fall,1994-01-01,1994,Unknown,,
Yuru Yuri♪♪,TV,Manga,Sotsu,Slice of Life,Doga Kobo,12.0,Finished Airing,2012-07-03,2012-09-01,23 min per ep,PG-13 - Teens 13 or older,7.91,68366,693,816,118559,804,Summer 2012,Unknown,23.0,11.132645531050882,11.683174440529914,6.690842277418564,Summer,2012-01-01,2012,Unknown,,
Jormungand,TV,Manga,Geneon Universal Entertainment,Action,White Fox,12.0,Finished Airing,2012-04-11,2012-06-02,24 min per ep,R+ - Mild Nudity,7.92,91315,673,439,201356,2001,Spring 2012,Unknown,24.0,11.422081297669504,12.212834731009295,7.601901959875166,Spring,2012-01-01,2012,Unknown,,
